name,email,industry,message,label,rule_label,ai_label,final_label
Alice Williams,alice.williams371@example.com,Retail,Just browsing your website,Cold
Frank Williams,frank.williams372@example.com,Retail,No immediate plans to buy,Cold
Eve Johnson,eve.johnson373@example.com,Education,We are ready to purchase now,Hot
Ivy Davis,ivy.davis374@example.com,Education,I am just curious about your offerings,Cold
Frank Williams,frank.williams375@example.com,Marketing,Can you share pricing information?,Warm
Bob Johnson,bob.johnson376@example.com,Retail,Could you send me a brochure?,Warm
Hank Johnson,hank.johnson377@example.com,Tech,Just browsing your website,Cold
Eve Davis,eve.davis378@example.com,Finance,Looking for information about your services,Warm
Eve Taylor,eve.taylor379@example.com,Tech,Not looking for services currently,Cold
Frank Miller,frank.miller380@example.com,Education,Maybe in the future I will contact you,Cold
Alice Taylor,alice.taylor381@example.com,Tech,Maybe in the future I will contact you,Cold
Ivy Wilson,ivy.wilson382@example.com,Healthcare,No immediate plans to buy,Cold
Charlie Miller,charlie.miller383@example.com,Healthcare,No immediate plans to buy,Cold
Frank Miller,frank.miller384@example.com,Retail,Looking to hire your services immediately,Hot
Bob Brown,bob.brown385@example.com,Tech,Can you share pricing information?,Warm
Eve Miller,eve.miller386@example.com,Consulting,Schedule a meeting to discuss the order,Hot
Ivy Jones,ivy.jones387@example.com,Consulting,No immediate plans to buy,Cold
Bob Taylor,bob.taylor388@example.com,Marketing,We are ready to purchase now,Hot
Frank Brown,frank.brown389@example.com,Finance,I'm interested but need more details,Warm
Alice Garcia,alice.garcia390@example.com,Tech,Looking to hire your services immediately,Hot
Jack Brown,jack.brown391@example.com,Healthcare,Looking to hire your services immediately,Hot
Frank Taylor,frank.taylor392@example.com,Finance,Not looking for services currently,Cold
Alice Miller,alice.miller393@example.com,Tech,Could you send me a brochure?,Warm
Hank Miller,hank.miller394@example.com,Retail,"Maybe later, still evaluating options",Warm
Alice Jones,alice.jones395@example.com,Consulting,Not looking for services currently,Cold
Alice Williams,alice.williams396@example.com,Finance,I need a quote for our project,Hot
Hank Jones,hank.jones397@example.com,Healthcare,I need a quote for our project,Hot
Alice Wilson,alice.wilson398@example.com,Marketing,I'm interested but need more details,Warm
Hank Smith,hank.smith399@example.com,Finance,Not looking for services currently,Cold
Grace Miller,grace.miller400@example.com,Healthcare,I need a quote for our project,Hot
Eve Jones,eve.jones401@example.com,Retail,Looking to hire your services immediately,Hot
Jack Johnson,jack.johnson402@example.com,Healthcare,Maybe in the future I will contact you,Cold
Hank Jones,hank.jones403@example.com,Healthcare,I'm interested but need more details,Warm
Alice Brown,alice.brown404@example.com,Retail,Just browsing your website,Cold
Charlie Williams,charlie.williams405@example.com,Marketing,No immediate plans to buy,Cold
Ivy Smith,ivy.smith406@example.com,Retail,Just browsing your website,Cold
Bob Garcia,bob.garcia407@example.com,Marketing,I am just curious about your offerings,Cold
Bob Johnson,bob.johnson408@example.com,Tech,Not looking for services currently,Cold
Bob Johnson,bob.johnson409@example.com,Tech,"Maybe later, still evaluating options",Warm
Grace Wilson,grace.wilson410@example.com,Education,Just browsing your website,Cold
Jack Williams,jack.williams411@example.com,Marketing,"Maybe later, still evaluating options",Warm
Frank Brown,frank.brown412@example.com,Tech,We are ready to purchase now,Hot
Alice Miller,alice.miller413@example.com,Marketing,I am just curious about your offerings,Cold
Alice Johnson,alice.johnson414@example.com,Education,Just browsing your website,Cold
Charlie Miller,charlie.miller415@example.com,Consulting,Looking to hire your services immediately,Hot
Grace Smith,grace.smith416@example.com,Finance,I am just curious about your offerings,Cold
Frank Taylor,frank.taylor417@example.com,Finance,No immediate plans to buy,Cold
Frank Williams,frank.williams418@example.com,Education,Can you share pricing information?,Warm
Diana Williams,diana.williams419@example.com,Consulting,Just browsing your website,Cold
Eve Brown,eve.brown420@example.com,Tech,Just browsing your website,Cold
Jack Wilson,jack.wilson421@example.com,Marketing,I am just curious about your offerings,Cold
Ivy Brown,ivy.brown422@example.com,Consulting,"Maybe later, still evaluating options",Warm
Hank Taylor,hank.taylor423@example.com,Tech,Just browsing your website,Cold
Alice Williams,alice.williams424@example.com,Finance,Maybe in the future I will contact you,Cold
Hank Williams,hank.williams425@example.com,Consulting,No immediate plans to buy,Cold
Grace Brown,grace.brown426@example.com,Healthcare,Maybe in the future I will contact you,Cold
Alice Brown,alice.brown427@example.com,Education,"Maybe later, still evaluating options",Warm
Ivy Brown,ivy.brown428@example.com,Consulting,Schedule a meeting to discuss the order,Hot
Ivy Taylor,ivy.taylor429@example.com,Consulting,Not looking for services currently,Cold
Frank Smith,frank.smith430@example.com,Finance,Looking to hire your services immediately,Hot
Bob Smith,bob.smith431@example.com,Education,I am just curious about your offerings,Cold
Eve Taylor,eve.taylor432@example.com,Finance,I need a quote for our project,Hot
Eve Johnson,eve.johnson433@example.com,Finance,No immediate plans to buy,Cold
Frank Smith,frank.smith434@example.com,Marketing,No immediate plans to buy,Cold
Jack Brown,jack.brown435@example.com,Consulting,"Maybe later, still evaluating options",Warm
Eve Williams,eve.williams436@example.com,Tech,No immediate plans to buy,Cold
Charlie Miller,charlie.miller437@example.com,Retail,I am just curious about your offerings,Cold
Grace Garcia,grace.garcia438@example.com,Healthcare,No immediate plans to buy,Cold
Charlie Williams,charlie.williams439@example.com,Education,I'm interested but need more details,Warm
Grace Jones,grace.jones440@example.com,Retail,Schedule a meeting to discuss the order,Hot
Charlie Jones,charlie.jones441@example.com,Education,"Maybe later, still evaluating options",Warm
Eve Wilson,eve.wilson442@example.com,Education,Not looking for services currently,Cold
Grace Jones,grace.jones443@example.com,Consulting,"Maybe later, still evaluating options",Warm
Ivy Johnson,ivy.johnson444@example.com,Marketing,No immediate plans to buy,Cold
Jack Miller,jack.miller445@example.com,Tech,Just browsing your website,Cold
Diana Davis,diana.davis446@example.com,Marketing,We are ready to purchase now,Hot
Alice Smith,alice.smith447@example.com,Education,Not looking for services currently,Cold
Frank Davis,frank.davis448@example.com,Retail,Just browsing your website,Cold
Ivy Jones,ivy.jones449@example.com,Finance,I'm interested but need more details,Warm
Frank Davis,frank.davis450@example.com,Consulting,I'm interested but need more details,Warm
Jack Miller,jack.miller451@example.com,Finance,I want a demo for enterprise solution,Hot
Bob Garcia,bob.garcia452@example.com,Healthcare,Looking for information about your services,Warm
Charlie Brown,charlie.brown453@example.com,Finance,Not looking for services currently,Cold
Alice Smith,alice.smith454@example.com,Healthcare,Maybe in the future I will contact you,Cold
Jack Wilson,jack.wilson455@example.com,Healthcare,No immediate plans to buy,Cold
Hank Smith,hank.smith456@example.com,Consulting,Just browsing your website,Cold
Eve Wilson,eve.wilson457@example.com,Marketing,No immediate plans to buy,Cold
Eve Williams,eve.williams458@example.com,Marketing,Maybe in the future I will contact you,Cold
Charlie Garcia,charlie.garcia459@example.com,Finance,Not looking for services currently,Cold
Hank Miller,hank.miller460@example.com,Healthcare,Looking to hire your services immediately,Hot
Grace Garcia,grace.garcia461@example.com,Finance,Just browsing your website,Cold
Alice Brown,alice.brown462@example.com,Finance,I want a demo for enterprise solution,Hot
Alice Taylor,alice.taylor463@example.com,Marketing,Just browsing your website,Cold
Frank Miller,frank.miller464@example.com,Tech,"Maybe later, still evaluating options",Warm
Ivy Jones,ivy.jones465@example.com,Tech,Can you share pricing information?,Warm
Ivy Brown,ivy.brown466@example.com,Consulting,Just browsing your website,Cold
Eve Smith,eve.smith467@example.com,Consulting,Not looking for services currently,Cold
Grace Garcia,grace.garcia468@example.com,Marketing,Please send me the proposal ASAP,Hot
Eve Jones,eve.jones469@example.com,Tech,Not looking for services currently,Cold
Ivy Taylor,ivy.taylor470@example.com,Healthcare,Not looking for services currently,Cold
Alice Jones,alice.jones471@example.com,Retail,Could you send me a brochure?,Warm
Diana Jones,diana.jones472@example.com,Retail,Maybe in the future I will contact you,Cold
Diana Davis,diana.davis473@example.com,Consulting,No immediate plans to buy,Cold
Ivy Brown,ivy.brown474@example.com,Retail,I am just curious about your offerings,Cold
Hank Davis,hank.davis475@example.com,Healthcare,Not looking for services currently,Cold
Grace Brown,grace.brown476@example.com,Retail,Can you share pricing information?,Warm
Hank Davis,hank.davis477@example.com,Education,Maybe in the future I will contact you,Cold
Hank Miller,hank.miller478@example.com,Marketing,Looking for information about your services,Warm
Ivy Johnson,ivy.johnson479@example.com,Tech,I am just curious about your offerings,Cold
Frank Garcia,frank.garcia480@example.com,Finance,Maybe in the future I will contact you,Cold
Charlie Garcia,charlie.garcia481@example.com,Healthcare,Could you send me a brochure?,Warm
Jack Jones,jack.jones482@example.com,Education,No immediate plans to buy,Cold
Charlie Wilson,charlie.wilson483@example.com,Tech,Looking for information about your services,Warm
Ivy Wilson,ivy.wilson484@example.com,Consulting,I'm interested but need more details,Warm
Jack Smith,jack.smith485@example.com,Tech,I need a quote for our project,Hot
Grace Miller,grace.miller486@example.com,Retail,Schedule a meeting to discuss the order,Hot
Ivy Jones,ivy.jones487@example.com,Healthcare,Can you share pricing information?,Warm
Hank Brown,hank.brown488@example.com,Marketing,No immediate plans to buy,Cold
Alice Smith,alice.smith489@example.com,Retail,Not looking for services currently,Cold
Eve Brown,eve.brown490@example.com,Marketing,I am just curious about your offerings,Cold
Eve Williams,eve.williams491@example.com,Retail,I'm interested but need more details,Warm
Bob Taylor,bob.taylor492@example.com,Tech,Maybe in the future I will contact you,Cold
Hank Jones,hank.jones493@example.com,Finance,Schedule a meeting to discuss the order,Hot
Grace Johnson,grace.johnson494@example.com,Education,Could you send me a brochure?,Warm
Eve Johnson,eve.johnson495@example.com,Retail,Schedule a meeting to discuss the order,Hot
Eve Wilson,eve.wilson496@example.com,Retail,We are ready to purchase now,Hot
Jack Miller,jack.miller497@example.com,Marketing,Not looking for services currently,Cold
Frank Johnson,frank.johnson498@example.com,Tech,Maybe in the future I will contact you,Cold
Ivy Garcia,ivy.garcia499@example.com,Healthcare,No immediate plans to buy,Cold
Frank Smith,frank.smith500@example.com,Consulting,Just browsing your website,Cold
Eve Brown,eve.brown501@example.com,Marketing,Can you share pricing information?,Warm
Grace Brown,grace.brown502@example.com,Finance,Schedule a meeting to discuss the order,Hot
Frank Brown,frank.brown503@example.com,Consulting,Not looking for services currently,Cold
Hank Garcia,hank.garcia504@example.com,Retail,Not looking for services currently,Cold
Charlie Miller,charlie.miller505@example.com,Education,Not looking for services currently,Cold
Jack Garcia,jack.garcia506@example.com,Education,I'm interested but need more details,Warm
Frank Williams,frank.williams507@example.com,Consulting,Maybe in the future I will contact you,Cold
Ivy Smith,ivy.smith508@example.com,Finance,Just browsing your website,Cold
Bob Davis,bob.davis509@example.com,Healthcare,Maybe in the future I will contact you,Cold
Bob Brown,bob.brown510@example.com,Consulting,Could you send me a brochure?,Warm
Ivy Wilson,ivy.wilson511@example.com,Retail,No immediate plans to buy,Cold
Diana Garcia,diana.garcia512@example.com,Consulting,Just browsing your website,Cold
Alice Taylor,alice.taylor513@example.com,Retail,I'm interested but need more details,Warm
Hank Garcia,hank.garcia514@example.com,Healthcare,Can you share pricing information?,Warm
Ivy Smith,ivy.smith515@example.com,Marketing,We are ready to purchase now,Hot
Ivy Williams,ivy.williams516@example.com,Marketing,Not looking for services currently,Cold
Alice Wilson,alice.wilson517@example.com,Retail,I am just curious about your offerings,Cold
Ivy Smith,ivy.smith518@example.com,Tech,Just browsing your website,Cold
Jack Smith,jack.smith519@example.com,Marketing,We are ready to purchase now,Hot
Bob Williams,bob.williams520@example.com,Consulting,I'm interested but need more details,Warm
Ivy Taylor,ivy.taylor521@example.com,Education,I am just curious about your offerings,Cold
Grace Miller,grace.miller522@example.com,Consulting,I am just curious about your offerings,Cold
Jack Wilson,jack.wilson523@example.com,Healthcare,Looking to hire your services immediately,Hot
Eve Garcia,eve.garcia524@example.com,Retail,Just browsing your website,Cold
